customer_id,age,gender,loyalty_member,signup_date,age_group
C1136,49,Female,False,2025-12-09,45-54
C1137,19,Male,True,2024-09-07,18-24
C1138,36,Non-binary,False,2024-12-15,35-44
C1139,40,Not specified,False,2025-12-23,35-44
C1140,69,Female,True,2025-10-26,55+
C1141,29,Female,True,2025-02-16,25-34
C1142,32,Female,True,2024-08-13,25-34
C1143,39,Female,True,2024-06-02,35-44
C1144,69,Female,True,2025-03-05,55+
C1145,62,Male,True,2025-06-08,55+
C1146,19,Male,True,2024-02-23,18-24
C1147,30,Male,True,2025-02-14,25-34
C1148,60,Male,False,2025-05-25,55+
C1149,21,Female,False,2025-02-25,18-24
C1150,62,Male,False,2025-12-23,55+
C1151,32,Male,True,2025-06-03,25-34
C1152,65,Male,False,2025-01-05,55+
C1153,33,Non-binary,False,2024-03-29,25-34
C1154,40,Female,True,2024-08-02,35-44
C1155,52,Female,True,2024-07-03,45-54
C1156,24,Female,False,2024-12-15,18-24
C1157,46,Female,True,2025-10-15,45-54
C1158,44,Non-binary,False,2025-04-02,35-44
C1159,58,Female,False,2024-02-03,55+
C1160,69,Male,True,2025-12-01,55+
C1161,52,Male,True,2024-04-25,45-54
C1162,39,Female,False,2024-09-08,35-44
C1163,39,Female,False,2025-06-16,35-44
C1164,39,Male,True,2024-07-05,35-44
C1165,60,Male,False,2024-05-25,55+
C1166,34,Female,False,2025-12-01,25-34
C1167,26,Female,False,2025-10-18,25-34
C1168,35,Male,False,2024-09-21,35-44
C1169,19,Female,True,2024-02-01,18-24
C1170,23,Non-binary,True,2025-12-15,18-24
C1171,22,Female,False,2024-09-22,18-24
C1172,58,Female,True,2025-09-27,55+
C1173,55,Male,False,2024-10-02,55+
C1174,54,Male,False,2024-10-21,45-54
C1175,42,Male,True,2025-10-29,35-44
C1176,55,Female,False,2024-09-11,55+
C1177,26,Not specified,True,2024-04-13,25-34
C1178,64,Male,False,2024-05-06,55+
C1179,44,Male,True,2025-12-11,35-44
C1180,66,Female,False,2025-07-12,55+
C1181,25,Female,False,2025-07-16,25-34
C1182,43,Male,True,2025-02-17,35-44
C1183,54,Female,False,2025-09-22,45-54
C1184,43,Male,False,2024-05-12,35-44
C1185,41,Female,False,2024-07-06,35-44
C1186,26,Not specified,False,2024-06-14,25-34
C1187,37,Female,False,2025-08-15,35-44
C1188,30,Male,True,2025-12-21,25-34
C1189,33,Male,False,2024-04-03,25-34
C1190,53,Female,True,2025-06-12,45-54
C1191,50,Male,False,2024-09-28,45-54
C1192,49,Male,False,2024-04-04,45-54
C1193,36,Male,True,2025-12-06,35-44
C1194,67,Female,True,2025-12-28,55+
C1195,22,Male,False,2025-12-28,18-24
C1196,35,Male,True,2025-09-13,35-44
C1197,24,Male,False,2025-11-25,18-24
C1198,35,Female,True,2024-06-06,35-44
C1199,68,Male,False,2024-11-02,55+
C1200,37,Male,True,2024-02-14,35-44
C1201,65,Non-binary,True,2024-06-18,55+
C1202,43,Female,False,2024-02-26,35-44
C1203,54,Female,False,2025-07-18,45-54
C1204,41,Male,True,2025-06-13,35-44
C1205,31,Male,False,2024-05-16,25-34
C1206,57,Male,False,2025-07-13,55+
C1207,68,Female,False,2025-11-21,55+
C1208,31,Female,True,2024-09-19,25-34
C1209,58,Male,False,2024-06-19,55+
C1210,31,Female,False,2024-02-23,25-34
C1211,55,Female,False,2024-03-22,55+
C1212,59,Male,False,2025-10-08,55+
C1213,41,Male,False,2024-07-09,35-44
C1214,56,Male,True,2024-05-18,55+
C1215,32,Female,False,2024-08-30,25-34
C1216,22,Female,False,2024-06-06,18-24
C1217,23,Non-binary,False,2024-05-24,18-24
C1218,41,Female,True,2025-02-22,35-44
C1219,64,Female,True,2025-12-03,55+
C1220,24,Female,False,2025-02-15,18-24
C1221,41,Male,True,2025-08-12,35-44
C1222,54,Male,False,2025-10-13,45-54
C1223,28,Male,True,2025-10-05,25-34
C1224,55,Male,False,2024-08-30,55+
C1225,33,Female,False,2025-01-12,25-34
C1226,60,Female,True,2024-12-19,55+
C1227,48,Male,True,2024-07-28,45-54
C1228,46,Female,False,2024-12-13,45-54
C1229,27,Female,False,2024-10-16,25-34
C1230,42,Female,True,2025-11-01,35-44
C1231,62,Female,False,2024-05-15,55+
C1232,19,Male,False,2025-02-20,18-24
C1233,57,Male,False,2025-09-14,55+
C1234,43,Female,True,2024-06-10,35-44
C1235,55,Male,True,2024-08-04,55+
C1236,52,Male,True,2025-11-24,45-54
C1237,40,Male,True,2025-08-18,35-44
C1238,34,Male,True,2025-12-20,25-34
C1239,50,Female,False,2025-06-25,45-54
C1240,25,Male,True,2025-10-23,25-34
C1241,48,Female,False,2024-08-22,45-54
C1242,22,Female,True,2024-12-31,18-24
C1243,51,Female,True,2024-02-14,45-54
C1244,50,Female,False,2024-07-25,45-54
C1245,22,Female,False,2024-10-29,18-24
C1246,57,Female,True,2025-01-09,55+
C1247,39,Male,True,2025-11-23,35-44
C1248,58,Female,True,2025-11-12,55+
C1249,20,Female,False,2024-10-26,18-24
C1250,27,Female,False,2025-12-28,25-34
C1251,43,Female,True,2025-12-02,35-44
C1252,27,Female,True,2025-07-31,25-34
C1253,35,Female,False,2024-04-22,35-44
C1254,52,Female,False,2025-02-13,45-54
C1255,25,Male,False,2024-08-22,25-34
C1256,53,Non-binary,False,2025-03-18,45-54
C1257,23,Male,True,2025-09-01,18-24
C1258,27,Male,True,2025-04-16,25-34
C1259,48,Male,True,2025-10-28,45-54
C1260,59,Not specified,False,2024-07-10,55+
C1261,26,Male,False,2025-08-25,25-34
C1262,33,Male,False,2025-04-12,25-34
C1263,66,Male,False,2024-02-14,55+
C1264,69,Male,False,2024-11-12,55+
C1265,48,Female,False,2025-02-14,45-54
C1266,41,Female,True,2024-12-16,35-44
C1267,36,Female,True,2024-07-01,35-44
C1268,49,Male,True,2025-07-06,45-54
C1269,48,Male,False,2024-10-12,45-54
C1270,33,Female,True,2024-04-30,25-34
C1271,19,Male,False,2024-11-26,18-24
C1272,43,Male,False,2025-02-22,35-44
C1273,67,Male,False,2025-09-21,55+
C1274,39,Female,True,2025-07-11,35-44
C1275,43,Female,True,2024-03-09,35-44
C1276,42,Male,True,2024-12-18,35-44
C1277,58,Male,False,2025-06-04,55+
C1278,21,Not specified,False,2025-03-14,18-24
C1279,22,Male,False,2024-11-22,18-24
C1280,32,Male,True,2024-12-20,25-34
C1281,43,Female,True,2024-08-29,35-44
C1282,52,Female,True,2025-07-04,45-54
C1283,43,Female,False,2024-10-03,35-44
C1284,40,Male,False,2025-02-25,35-44
C1285,66,Non-binary,True,2024-03-13,55+
C1286,26,Female,False,2025-09-12,25-34
C1287,47,Male,True,2025-09-19,45-54
C1288,46,Female,False,2025-02-11,45-54
C1289,42,Female,True,2025-01-10,35-44
C1290,59,Female,True,2024-09-04,55+
C1291,31,Female,False,2025-03-24,25-34
C1292,67,Non-binary,True,2024-04-01,55+
C1293,35,Female,True,2025-02-03,35-44
C1294,46,Male,False,2025-10-02,45-54
C1295,45,Male,True,2025-10-09,45-54
C1296,62,Female,False,2024-02-19,55+
C1297,40,Female,False,2025-09-29,35-44
C1298,32,Male,False,2024-03-08,25-34
C1299,19,Female,True,2025-06-20,18-24
C1300,36,Male,False,2025-10-27,35-44
C1301,60,Female,True,2025-06-01,55+
C1302,18,Male,True,2024-10-27,18-24
C1303,64,Male,True,2025-03-07,55+
C1304,46,Female,False,2024-06-30,45-54
C1305,25,Female,False,2024-10-30,25-34
C1306,33,Non-binary,False,2025-03-26,25-34
C1307,46,Female,False,2024-10-13,45-54
C1308,34,Female,False,2024-02-20,25-34
C1309,23,Female,False,2025-03-18,18-24
C1310,52,Female,False,2025-09-15,45-54
C1311,52,Male,False,2025-03-20,45-54
C1312,24,Male,True,2024-05-22,18-24
C1313,43,Female,True,2025-08-01,35-44
C1314,30,Male,False,2024-03-07,25-34
C1315,52,Female,False,2024-11-15,45-54
C1316,55,Female,False,2024-11-05,55+
C1317,55,Male,True,2025-05-24,55+
C1318,66,Not specified,False,2024-03-27,55+
C1319,57,Female,True,2025-12-06,55+
C1320,34,Female,True,2025-06-05,25-34
C1321,23,Male,True,2025-03-14,18-24
C1322,49,Male,True,2025-01-31,45-54
C1323,65,Female,False,2025-02-03,55+
C1324,68,Female,True,2025-09-19,55+
C1325,29,Male,False,2025-07-27,25-34
C1326,30,Female,False,2025-10-26,25-34
C1327,19,Female,True,2024-11-26,18-24
C1328,43,Female,False,2025-04-30,35-44
C1329,46,Female,True,2024-11-30,45-54
C1330,46,Male,False,2024-11-14,45-54
C1331,37,Male,False,2024-08-27,35-44
C1332,34,Male,False,2024-12-14,25-34
C1333,61,Male,False,2024-10-04,55+
C1334,41,Not specified,True,2024-11-15,35-44
C1335,60,Female,False,2024-10-01,55+
C1336,68,Female,True,2024-10-26,55+
C1337,34,Non-binary,True,2025-05-24,25-34
C1338,28,Female,True,2025-07-12,25-34
C1339,67,Male,False,2024-06-28,55+
C1340,51,Male,False,2025-05-06,45-54
C1341,33,Female,False,2024-12-12,25-34
C1342,50,Female,False,2025-08-16,45-54
C1343,44,Female,True,2025-03-05,35-44
C1344,65,Female,False,2024-12-26,55+
C1345,31,Female,False,2024-10-19,25-34
C1346,69,Female,False,2024-12-28,55+
C1347,66,Male,True,2025-04-23,55+
C1348,27,Male,False,2024-02-27,25-34
C1349,26,Male,True,2025-01-07,25-34
C1350,45,Female,True,2024-06-14,45-54
C1351,20,Female,False,2024-08-03,18-24
C1352,33,Female,True,2024-12-06,25-34
C1353,40,Female,True,2024-04-20,35-44
C1354,68,Non-binary,False,2025-10-03,55+
C1355,69,Female,True,2024-03-27,55+
C1356,25,Female,False,2024-05-15,25-34
C1357,64,Male,True,2025-01-13,55+
C1358,22,Female,False,2024-08-05,18-24
C1359,56,Female,False,2025-01-01,55+
C1360,61,Female,False,2025-06-26,55+
C1361,64,Male,False,2024-06-20,55+
C1362,29,Male,False,2025-07-12,25-34
C1363,64,Female,False,2025-05-25,55+
C1364,24,Male,True,2025-01-02,18-24
C1365,44,Male,True,2024-05-24,35-44
C1366,42,Male,False,2025-04-07,35-44
C1367,34,Female,False,2025-01-20,25-34
C1368,19,Female,True,2025-12-02,18-24
C1369,58,Male,False,2025-10-11,55+
C1370,35,Female,False,2025-11-22,35-44
C1371,52,Male,False,2025-11-11,45-54
C1372,39,Male,False,2024-05-03,35-44
C1373,43,Female,False,2024-05-21,35-44
C1374,64,Male,False,2024-06-04,55+
C1375,22,Non-binary,True,2025-11-23,18-24
C1376,56,Male,False,2025-11-07,55+
C1377,56,Female,True,2025-06-18,55+
C1378,37,Male,False,2024-12-01,35-44
C1379,31,Male,True,2025-05-12,25-34
C1380,18,Male,False,2025-01-24,18-24
C1381,66,Male,False,2025-09-01,55+
C1382,67,Male,False,2024-08-07,55+
C1383,30,Female,False,2025-05-26,25-34
C1384,19,Female,True,2025-11-15,18-24
C1385,24,Female,False,2024-07-30,18-24
C1386,21,Male,True,2024-04-09,18-24
C1387,61,Male,True,2025-12-21,55+
C1388,64,Male,False,2025-03-01,55+
C1389,25,Female,True,2024-05-31,25-34
C1390,56,Male,True,2024-08-24,55+
C1391,27,Male,False,2024-05-11,25-34
C1392,37,Female,False,2025-03-16,35-44
C1393,49,Male,False,2025-04-15,45-54
C1394,55,Male,True,2024-08-22,55+
C1395,63,Male,True,2025-09-15,55+
C1396,20,Female,True,2025-07-17,18-24
C1397,43,Male,False,2024-11-06,35-44
C1398,32,Non-binary,False,2024-09-20,25-34
C1399,43,Male,True,2025-10-09,35-44
C1400,69,Male,False,2025-01-10,55+
C1401,58,Not specified,True,2025-04-20,55+
C1402,34,Female,True,2025-01-14,25-34
C1403,68,Male,True,2024-03-01,55+
C1404,43,Male,True,2025-11-08,35-44
C1405,44,Not specified,False,2024-02-04,35-44
C1406,40,Female,False,2025-02-20,35-44
C1407,25,Female,True,2024-07-09,25-34
C1408,66,Male,False,2025-03-09,55+
C1409,18,Female,False,2025-05-28,18-24
C1410,27,Male,False,2024-07-10,25-34
C1411,29,Female,False,2024-09-06,25-34
C1412,32,Not specified,True,2025-09-22,25-34
C1413,24,Male,False,2024-08-25,18-24
C1414,18,Female,True,2024-07-22,18-24
C1415,53,Male,False,2025-04-04,45-54
C1416,43,Female,True,2024-03-24,35-44
C1417,24,Male,False,2024-10-09,18-24
C1418,33,Male,True,2025-05-12,25-34
C1419,44,Male,True,2025-12-24,35-44
C1420,66,Female,False,2024-09-15,55+
C1421,54,Female,False,2025-08-07,45-54
C1422,57,Male,False,2024-07-20,55+
C1423,48,Male,False,2024-12-29,45-54
C1424,39,Male,False,2025-02-08,35-44
C1425,28,Female,True,2025-09-08,25-34
C1426,62,Female,False,2024-08-20,55+
C1427,59,Male,False,2025-09-06,55+
C1428,19,Female,False,2025-03-14,18-24
C1429,55,Female,True,2024-05-25,55+
C1430,22,Non-binary,True,2024-03-27,18-24
C1431,56,Female,False,2024-02-08,55+
C1432,60,Male,False,2024-03-01,55+
C1433,24,Female,False,2024-12-07,18-24
C1434,40,Male,False,2025-08-13,35-44
C1435,43,Male,False,2024-05-23,35-44
C1436,47,Male,False,2024-06-18,45-54
C1437,66,Female,False,2024-02-07,55+
C1438,22,Male,False,2024-10-02,18-24
C1439,38,Male,False,2025-09-23,35-44
C1440,68,Female,True,2025-01-13,55+
C1441,33,Female,False,2025-02-21,25-34
C1442,24,Female,True,2024-05-20,18-24
C1443,43,Non-binary,True,2025-04-01,35-44
C1444,44,Male,False,2025-05-15,35-44
C1445,52,Male,True,2025-11-05,45-54
C1446,34,Male,True,2024-05-26,25-34
C1447,67,Male,False,2024-07-21,55+
C1448,45,Male,False,2025-12-03,45-54
C1449,32,Female,True,2025-03-03,25-34
C1450,67,Male,True,2025-01-30,55+
C1451,66,Female,True,2025-02-06,55+
C1452,43,Male,False,2024-03-28,35-44
C1453,19,Male,False,2025-09-17,18-24
C1454,49,Female,True,2025-05-31,45-54
C1455,46,Male,False,2025-08-27,45-54
C1456,25,Female,True,2025-07-14,25-34
C1457,50,Not specified,True,2024-04-06,45-54
C1458,61,Male,False,2024-03-13,55+
C1459,23,Non-binary,True,2025-11-30,18-24
C1460,55,Female,True,2024-10-15,55+
C1461,25,Female,False,2025-07-22,25-34
C1462,56,Female,False,2025-08-19,55+
C1463,39,Female,False,2025-06-10,35-44
C1464,18,Female,False,2025-08-17,18-24
C1465,68,Female,True,2025-01-22,55+
C1466,26,Not specified,True,2024-02-04,25-34
C1467,48,Female,False,2024-11-16,45-54
C1468,27,Female,True,2024-08-12,25-34
C1469,66,Male,False,2025-01-20,55+
C1470,56,Male,False,2025-12-22,55+
C1471,59,Male,True,2025-11-03,55+
C1472,40,Male,False,2025-06-26,35-44
C1473,42,Male,True,2025-07-14,35-44
C1474,50,Male,False,2024-05-22,45-54
C1475,58,Male,False,2024-05-20,55+
C1476,62,Male,False,2024-05-13,55+
C1477,18,Female,False,2024-10-11,18-24
C1478,52,Female,False,2024-12-07,45-54
C1479,23,Female,False,2024-10-03,18-24
C1480,32,Female,False,2025-03-22,25-34
C1481,61,Male,False,2024-09-18,55+
C1482,31,Female,True,2024-06-23,25-34
C1483,59,Female,False,2024-07-15,55+
C1484,42,Female,False,2024-10-28,35-44
C1485,30,Male,True,2025-11-21,25-34
C1486,43,Female,False,2024-08-11,35-44
C1487,45,Male,False,2025-04-19,45-54
C1488,57,Male,True,2024-07-29,55+
C1489,49,Female,False,2024-12-19,45-54
C1490,66,Male,True,2024-04-24,55+
C1491,63,Female,False,2025-05-09,55+
C1492,57,Female,False,2024-03-20,55+
C1493,49,Male,False,2024-05-19,45-54
C1494,33,Male,True,2025-05-14,25-34
C1495,39,Female,True,2025-01-28,35-44
C1496,24,Male,False,2024-12-25,18-24
C1497,37,Female,False,2024-07-11,35-44
C1498,66,Male,False,2024-09-05,55+
C1499,40,Male,False,2024-05-14,35-44
C1500,23,Male,True,2025-04-17,18-24
C1501,51,Male,False,2025-01-12,45-54
C1502,68,Female,True,2025-03-05,55+
C1503,63,Male,True,2024-04-04,55+
C1504,32,Male,False,2025-06-01,25-34
C1505,41,Male,True,2024-11-16,35-44
C1506,45,Female,True,2025-10-08,45-54
C1507,30,Female,True,2024-05-15,25-34
C1508,31,Female,False,2025-04-07,25-34
C1509,30,Female,False,2025-05-07,25-34
C1510,69,Female,True,2024-11-18,55+
C1511,56,Female,False,2025-01-16,55+
C1512,61,Male,False,2024-05-17,55+
C1513,60,Female,True,2024-12-25,55+
C1514,67,Male,True,2025-01-04,55+
C1515,23,Male,False,2025-10-19,18-24
C1516,63,Male,False,2025-12-16,55+
C1517,21,Male,False,2025-03-28,18-24
C1518,42,Male,False,2024-02-02,35-44
C1519,48,Male,True,2024-03-29,45-54
C1520,36,Non-binary,True,2024-10-17,35-44
C1521,25,Male,False,2024-10-16,25-34
C1522,27,Male,True,2025-04-01,25-34
C1523,60,Male,False,2025-08-29,55+
C1524,34,Male,False,2025-12-26,25-34
C1525,34,Female,False,2025-05-08,25-34
C1526,66,Male,False,2025-05-24,55+
C1527,25,Male,True,2025-08-19,25-34
C1528,65,Non-binary,True,2025-07-03,55+
C1529,65,Male,True,2025-12-14,55+
C1530,49,Female,False,2024-11-01,45-54
C1531,26,Non-binary,True,2024-03-22,25-34
C1532,26,Female,True,2024-09-04,25-34
C1533,32,Female,True,2025-02-21,25-34
C1534,48,Female,True,2025-03-12,45-54
C1535,25,Female,False,2025-05-30,25-34
C1536,41,Female,True,2025-09-23,35-44
C1537,24,Female,False,2024-11-08,18-24
C1538,46,Male,True,2024-11-30,45-54
C1539,19,Male,False,2025-12-26,18-24
C1540,54,Female,False,2025-03-16,45-54
C1541,20,Male,True,2025-06-20,18-24
C1542,28,Female,False,2025-09-03,25-34
C1543,27,Non-binary,False,2024-08-26,25-34
C1544,61,Female,False,2024-12-28,55+
C1545,20,Male,True,2024-10-14,18-24
C1546,40,Female,True,2024-08-19,35-44
C1547,48,Male,False,2024-02-13,45-54
C1548,43,Female,True,2024-06-18,35-44
C1549,53,Male,False,2024-10-23,45-54
C1550,59,Female,False,2024-04-25,55+
C1551,38,Male,False,2025-01-31,35-44
C1552,61,Male,False,2024-02-11,55+
C1553,34,Male,False,2024-07-16,25-34
C1554,69,Male,True,2024-10-02,55+
C1555,44,Not specified,True,2024-04-08,35-44
C1556,56,Female,False,2025-01-05,55+
C1557,63,Female,False,2024-08-14,55+
C1558,59,Female,True,2025-06-15,55+
C1559,62,Female,True,2024-02-26,55+
C1560,45,Male,False,2024-10-21,45-54
C1561,20,Not specified,False,2024-07-02,18-24
C1562,43,Not specified,False,2025-02-12,35-44
C1563,27,Male,True,2024-05-04,25-34
C1564,64,Male,True,2025-11-10,55+
C1565,30,Male,False,2025-10-13,25-34
C1566,29,Non-binary,True,2025-01-11,25-34
C1567,30,Female,False,2024-08-06,25-34
C1568,51,Male,False,2024-06-13,45-54
C1569,47,Male,True,2025-02-26,45-54
C1570,67,Female,True,2024-10-03,55+
C1571,39,Female,True,2024-12-09,35-44
C1572,32,Not specified,False,2024-02-27,25-34
C1573,20,Not specified,False,2024-09-30,18-24
C1574,18,Male,True,2025-03-15,18-24
C1575,37,Male,False,2024-02-22,35-44
C1576,66,Female,False,2025-10-17,55+
C1577,45,Female,False,2024-02-11,45-54
C1578,64,Male,False,2025-09-15,55+
C1579,23,Male,True,2025-06-13,18-24
C1580,22,Male,True,2024-06-04,18-24
C1581,61,Male,False,2024-08-05,55+
C1582,23,Female,True,2024-02-21,18-24
C1583,20,Male,False,2024-07-25,18-24
C1584,39,Female,True,2024-10-12,35-44
C1585,66,Female,True,2025-05-03,55+
C1586,53,Female,True,2025-12-28,45-54
C1587,23,Female,False,2025-10-06,18-24
C1588,61,Male,True,2025-06-06,55+
C1589,61,Female,True,2025-12-03,55+
C1590,59,Female,False,2025-01-10,55+
C1591,64,Male,True,2024-07-05,55+
C1592,30,Male,True,2024-02-26,25-34
C1593,68,Female,True,2025-01-23,55+
C1594,34,Female,True,2024-04-28,25-34
C1595,59,Female,True,2024-02-11,55+
C1596,48,Male,False,2024-05-09,45-54
C1597,58,Female,True,2025-02-09,55+
C1598,50,Female,False,2025-05-18,45-54
C1599,51,Female,False,2024-02-16,45-54
C1600,50,Male,True,2025-07-15,45-54
C1601,58,Female,True,2025-03-18,55+
C1602,56,Male,True,2025-11-10,55+
C1603,24,Female,False,2024-06-24,18-24
C1604,60,Male,True,2024-10-03,55+
C1605,45,Female,False,2025-11-02,45-54
C1606,34,Female,False,2025-07-29,25-34
C1607,44,Female,False,2024-12-08,35-44
C1608,43,Male,False,2024-12-18,35-44
C1609,62,Male,False,2024-06-18,55+
C1610,61,Female,True,2025-06-28,55+
C1611,42,Female,True,2024-03-24,35-44
C1612,58,Male,True,2025-02-23,55+
C1613,38,Male,False,2024-06-04,35-44
C1614,53,Female,False,2025-07-18,45-54
C1615,51,Female,False,2025-12-06,45-54
C1616,30,Male,True,2025-11-23,25-34
C1617,31,Male,False,2025-04-15,25-34
C1618,21,Male,False,2024-03-04,18-24
C1619,25,Non-binary,False,2025-11-27,25-34
C1620,40,Male,False,2025-04-17,35-44
C1621,42,Female,True,2025-10-16,35-44
C1622,26,Male,True,2024-03-19,25-34
C1623,39,Female,False,2024-09-15,35-44
C1624,49,Female,True,2024-07-16,45-54
C1625,30,Female,True,2024-08-19,25-34
C1626,35,Female,True,2024-09-28,35-44
C1627,37,Male,True,2024-07-08,35-44
C1628,44,Female,False,2025-12-26,35-44
C1629,37,Female,False,2024-05-05,35-44
C1630,56,Male,True,2024-08-01,55+
C1631,35,Male,True,2024-08-01,35-44
C1632,40,Male,False,2025-03-31,35-44
C1633,37,Male,False,2024-06-19,35-44
C1634,27,Male,False,2025-04-08,25-34
